"PID","describe","how","why_1","why_2","why_3","why_4","why_5","otherself","antidem","trust","antiest","elect","polparticipation","antidem_1","antidem_2","antidem_3","antidem_4","antidem_5","antiest_1","antiest_2","antiest_3","antiest_4R","trust_con","trust_gov","trust_jud","trust_sci","trust_pol","trust_news","polparticip_1","polparticip_2","polparticip_3","polparticip_4","polparticip_5","polparticip_6","vote_2024","vote_now","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_gen","party_dem","party_rep","party_ind","party_followup","att_1","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","ai_sentiment","ai_topics","left_behind_score","category","culprit","feeling_vs_objective","culprit_text","rationale","n_reasons","any_gov","any_nonsense","frac_systemic","frac_individual","frac_both","frac_none","top_category","feedback"
"VL477ym","I think a person who is feeling left behind by the way things are currently done in the United States is someone who lives in a small town. Such a person will have a simple job, that while it will pay a few bills, it will never be enough. This is how they will find themselves at age 40 to 50, with no college degree and nothing to their name.",50,"Economic insecurity","Lack of opportunities","Politically ignored","Falling behind",NA,1,1.6,2.83333333333333,4.5,1,2.66666666666667,3,2,1,1,1,6,5,4,3,3,3,3,3,3,2,4,2,2,3,3,2,"Donald Trump (Republican Party)","Donald Trump (Republican Party)",6,2,2,2,4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,24,"man","White","MA","$140,001-$160,000",8,5,1,1,1,0,0,"negative","small town; employment; education",7,"economic",0,1,NA,"The response describes a feeling of being left behind economically due to limited job opportunities and lack of education in small towns.",4,1,1,0.75,0,0,0.25,"economic",NA
"AL002ii","I feel like a lot of lower income, working class families are feeling overlooked and unseen. A lot of policies have been cut or not even implemented. These are policies that help with housing, helath and childcare.",37,"not very many policies to support","policies being cut","food prices rapidly increasing",NA,NA,2,1,2.33333333333333,4.75,1,1.5,1,1,1,1,1,5,5,4,5,2,2,2,3,2,3,4,1,1,1,1,1,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",1,1,1,NA,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,36,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,0,0,1,"negative","lower income families; policy cuts; housing; health; childcare",7,"economic",1,1,"policies","The response highlights feelings of being overlooked due to policy cuts affecting essential services for lower income families.",3,1,0,1,0,0,0,"political",NA
"TX426wb","Anyone feeling left behind in the United States might be working low-wage jobs without a reliable healthcare system, or rather, Job security. You find that they live in a rural area or a near-urban neighborhood where opportunities for education and affordable housing are limited.",80,"Low wages and job insecurity","Limited educational opportunities","Affordable housing challenges",NA,NA,3,2.4,3.5,5,1,3.33333333333333,2,2,2,4,2,7,4,6,3,4,3,3,4,3,4,4,3,3,3,3,4,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",1,7,7,NA,7,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,22,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,0,1,0,"negative","low-wage jobs; healthcare; job security; education; affordable housing",7,"economic",0,1,NA,"The response highlights feelings of being left behind due to economic challenges like low-wage jobs and limited opportunities.",3,0,0,1,0,0,0,"economic",NA
"KX476zy","hardworking low income ppl who work more than 40 hour a week and still cant make it. the ones who work there life away trying to provide for there familys but still end up struggling to get food and will never own a home. i think those ppl are the ones america are forgeting it dosnt have to do with race gender or belif it affects all hard working americans who do jobs like factory work and department stores the ones who want the best for there family but cant even afford new clothes or shoes because prices are to high",13,"low income","prices are to high","rich are rich poor are poor","not enough chances to get ahead","not enough cheap homes",5,1,2.16666666666667,6.75,1,1.83333333333333,1,1,1,1,1,7,7,7,6,2,2,2,3,2,2,4,3,1,1,1,1,"Donald Trump (Republican Party)","I would not vote",NA,NA,NA,NA,NA,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,36,"woman","White","noHS","$0-$20,000",1,1,1,0,1,0,0,"negative","low income; hard work; cost of living; housing",8,"economic",0,1,NA,"The response highlights the struggles of hardworking low-income individuals who feel forgotten and unable to afford basic necessities despite their efforts.",5,0,1,0.6,0,0.2,0.2,"economic",NA
"XJ769cc","I am thinking of blue collar workers, who might have worked in manufacturing jobs that have been offshored to Asia. They feel like the focus on high tech and AI etc do not adequately address the concerns in their particular lives or communities which do not have adequate jobs",40,"Lack of economic opportunity","Jobs being offshored","A shift in economic investment into other areas of the country",NA,NA,2,NA,2.83333333333333,5,0,1.33333333333333,NA,NA,NA,NA,NA,6,6,5,3,2,3,3,4,2,3,3,1,1,1,1,1,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",3,6,3,3,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,38,"man","Asian","MA",NA,NA,5,0,1,0,0,1,"negative","offshoring; manufacturing jobs; high tech; AI",7,"economic",1,1,"offshoring to Asia","Blue collar workers feel left behind due to job offshoring and a focus on high tech industries that do not address their needs.",3,0,0,1,0,0,0,"economic",NA
"FM963as","The kind of person who is left behind is someone who doesn't take up opportunities, changes, and is at a standstill in life. Opportunities are vast in this country compared to others, but even then, the chances to take these opportunities are very limited. This is so because of timing, competition, and will. These three can be considered for the changes that need to happen, and a lot of the time it is just safer to stick with what is familiar, even if struggling is present. The standstill claim is one that the individual's life is very repetitive and they are somewhat not content with the lifestyle.",30,"uncertainty","closure","safety",NA,NA,3,2.6,2.66666666666667,4,0,2,2,2,2,5,2,6,5,2,3,3,2,3,3,2,3,3,3,3,1,1,1,"Kamala Harris (Democratic Party)","Gavin Newsom (Democratic Party)",5,5,6,2,6,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,23,"man","Hispanic, Latino, or Spanish origin","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,"mixed","opportunities; change; competition; lifestyle",5,"social",0,1,NA,"The response suggests that individuals feel left behind due to personal choices and circumstances, such as not taking opportunities and sticking with familiarity.",3,0,1,0,0,0,1,"other",NA
"JW644wh","I think a lot of older people might be feeling left behind. There is new technology they cannot grasp or understand. They see children being coddled - the kids are never wrong; they get to call all the shots; God knows they shouldn't be reprimanded or told they couldn't do something. All this talk about ""climate change"" has them confused.",24,"technology","electric cars","irresponsible youths","lack of courtesy",NA,2,NA,1.5,7,1,2.16666666666667,NA,NA,NA,NA,NA,7,7,7,7,1,1,2,3,1,1,5,1,3,2,1,1,"Kamala Harris (Democratic Party)","Pete Buttigieg",2,6,4,NA,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,72,"woman","White","MA","$40,001-$60,000",3,5,1,0,0,0,1,"mixed","technology; generational differences; climate change",6,"social",0,1,NA,"The response highlights feelings of confusion and being left behind among older people due to technology and societal changes.",4,0,1,0.25,0.5,0,0.25,"other",NA
"CD336dt","I am among those being left behind. Forced to leave the workforce due to mental health issues, I’m ostracized and judged as lazy. Social programs designed to help me are only hurting me or outright leaving me behind. I am now in fear of losing my medicine next year because I’ll potentially lose my Medicaid. I am trying to get social security income, but it’s an uphill battle. Without Medicaid I will not be able to afford a doctor. Without a doctor I can not give proof of my issues. I am consistently scared. I am poor because what I earn is Pennie’s online, and I’m scared to earn that because I do not know how to do taxes or how it’ll affect my income. I know I am going off topic, but the socioeconomic divide I face affects me every single day.",12,"Medicine needs","Financial assistance needs","Affordable housing","Affordable food",NA,5,2.4,1.83333333333333,7,1,2.83333333333333,3,2,4,2,1,7,7,7,7,2,2,2,3,1,1,5,1,5,1,4,1,"Kamala Harris (Democratic Party)","Gavin Newsom (Democratic Party)",1,6,4,4,6,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,38,"woman","White","GED","$0-$20,000",1,2,1,0,0,1,0,"negative","mental health; social programs; Medicaid; income insecurity",8,"economic",1,1,"social programs, Medicaid system","The response expresses a feeling of being left behind due to inadequate social programs and fear of losing Medicaid, impacting economic stability.",4,0,1,0.75,0,0,0.25,"economic",NA
"XA970sq","The kind of person that has deep history in the US, has played by the rules and been left behind and ignored by liberals and Marxist scum with a globalist agenda who use the US government as the goose that laid the golden eggs and treat them like a disposable consumer product to be replaced.",50,"Because they have been left behind.","Because powerful global forces are seeking to replace them.","Because the nation is being ruled by oligarchs who ignore their votes and wishes","Because inflation is eating away their income","Because a small number of outside factions control media",4,4.8,1.83333333333333,6.25,1,1.5,4,4,7,7,2,7,6,6,6,2,2,2,2,2,1,4,1,1,1,1,1,"Donald Trump (Republican Party)","Donald Trump (Republican Party)",4,1,1,4,1,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,67,"man","White","4yearColl","$0-$20,000",1,4,1,1,0,0,1,"negative","globalist agenda; US government; liberals; Marxist",8,"political",1,1,"liberals and Marxist scum with a globalist agenda","The response expresses strong negative feelings towards specific groups perceived as responsible for leaving people behind.",5,1,0,1,0,0,0,"political","none"
"YZ016kr","I think the kind of person who feels left behind is young men. Specifically the kind who did everything they were supposed to do to be successful: go to college, work hard, and has found themselves in a dead end job, watching people around them be given success for almost no reason. The people who chose to do horrible jobs have a lot of money, but their life sucks, and the good jobs that were promised to young men are still being taken up by older men, or women.",4,"They dont make enough money","There arent opportunities to advance","They have worked hard and cant afford anything",NA,NA,4,1.8,1.33333333333333,6.25,1,1.83333333333333,1,2,2,2,2,5,7,6,7,1,1,2,2,1,1,5,1,1,2,1,1,"I did not vote","I would not vote",4,5,1,3,3,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,27,"man","American Indian or Alaska Native","4yearColl","$40,001-$60,000",3,4,0,1,0,0,1,"negative","young men; employment; success; gender",7,"economic",0,1,NA,"The response describes young men feeling left behind due to unmet expectations of success despite following societal norms, highlighting economic challenges and perceived unfairness in job opportunities.",3,0,0,0.333333333333333,0,0.666666666666667,0,"economic",NA
"VX639qp","I feel like traditional conservative Americans are feeling left behind with the way things are currently going in the country. These days, the focus is always on the liberal side of things and pushing those agendas. While I think this was necessary at one time, I feel like things are going too far left at this point in time. Therefore, most traditional conservative values and ethics are pushed aside. As a result of this, I feel like Americans who subscribe to conservative beliefs are the ones who would feel left behind.",75,"constantly targeted in the media","judged for their beliefs","ideas are not respected","automatically judged negatively","not considered in policy decisions",3,3,2.5,5,1,1.66666666666667,3,3,3,3,3,5,5,5,5,2,2,3,4,2,2,3,1,2,2,1,1,"Donald Trump (Republican Party)","Donald Trump (Republican Party)",5,1,1,1,1,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,25,"woman","White","4yearColl","Over $200,000",11,4,1,0,1,0,0,"mixed","conservative values; liberal agendas",7,"political",0,1,NA,"The response expresses a feeling that conservative Americans are being overshadowed by liberal agendas, suggesting a sense of being left behind.",5,1,0,0.5,0.5,0,0,"social","N/A"
"RS563ol","I think the majority of Americans are feeling left behind and struggling in today's society. Low wages, expensive job dependent healthcare, rising inflation, lack of trust in the police and government, social unrest, a dangerous political environment, and backward government policies under the current administration are contributing to the decline in happiness and satisfaction. Most Americans are struggling to get by and there is no social safety net to care for them. The authoritarian and fascist government does not care and is actively making it worse.",50,"Low wages and rising inflation","Current healthcare system","Authoritarian/Fascist administration","Lack of social safety net",NA,5,1,2.5,6.5,1,5,1,1,1,1,1,7,6,7,6,2,2,3,4,2,2,5,5,5,5,5,5,"Kamala Harris (Democratic Party)","Kamala Harris (Democratic Party)",7,7,7,4,6,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,31,"woman","White","4yearColl","$0-$20,000",1,4,1,0,0,1,0,"negative","low wages; healthcare; inflation; trust in government; social unrest; political environment; government policies; social safety net",8,"social",1,1,"current administration, authoritarian and fascist government","The response highlights feelings of being left behind due to economic and social issues, with blame placed on the government.",4,1,0,1,0,0,0,"social",NA
