"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","gender_.99_TEXT","race_8_TEXT","age","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","describe","how_1","why_1","why_2","why_3","why_4","why_5","IOS","antidem_1","antidem_2","antidem_3","antidem_4","antidem_5","elect","antiest_1","antiest_2","antiest_3","antiest_4","trust_con","trust_gov","trust_jud","trust_sci","trust_pol","trust_news","polparticip_1","polparticip_2","polparticip_3","polparticip_4","polparticip_5","polparticip_6","check_1","feedback","inparty","outparty","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind","vote_2024","vote_2024_12_TEXT","vote_now","vote_now_12_TEXT"
"DF959du","0","100","772","1","1","4","","","50","1","6","","","6","Poor people and lower-middle class people are being left behind. Once upon a time, we could pay our bills on any job. Now we can't even halfway meet those bills. Worse, because of the algorithm on some online job applications, we may not even get a call back, even if we do apply to ""better"" jobs. 

Rents are raising because people who privately owned apartments and houses have sold to corporations who have made it impossible to afford to live on one's own. Add into that the inflation caused by the tariffs, and by individual companies, and it's a no-win situation. Unless you make six figures, you'll never be comfortable.

Just to illustrate my point: I have a mobile home that someone gave me, for no cash. It's only worth about $4400, in fair trade value. I pay $385 to rent the lot it's on. I'm near town, so if my 2012 Kia breaks down, I can walk to the Dollar General or the gas station next door. But my son and I, between us, only make $29,000 a year. We consider ourselves fortunate. And that is the saddest thing you'll probably read today, except for cases of outright homelessness. Without the trailer we live in, we'd be on the street.","51","Jobs are being lost.","Jobs are ruling people out, before their application or resume is even considered, because of the algorithm","Some industries are dying, even though they're needed, because of cost of training (ie., auto mechanics, plumbers, repairmen)","Tariffs","Inflation in the housing market.","5","1","1","1","4","5","1","7","7","7","3","2","2","2","4","1","3","5","4","4","1","4","1","red","Honestly, looking at the policies that Trump is currently signing, I feel like he's trying cull the working class. It's not very smart, considering how we do work for the people he's attempting to help (ie., the rich corporate owners). But between tariffs, inflation, ending COVID vaccines except for very special cases, ending Medicaid/Medicare, ending SNAP...it does seem like he's intent on killing the working class. It's not an exaggeration, in my opinion.","Democratic Party","Republican Party","woman","White","","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)","","Kamala Harris (Democratic Party)",""
"JX174vj","0","100","425","1","1","4","","","26","1","6","6","1","6","I think the working class and middle class of America is being left behind, as well as minority groups. Why should someone making a middle class income be taxed that same as a billionaire? Grocery prices are insane, it is impossible to get a decent job, and no one is doing anything about it. ","35","Everyday prices","healthcare","job market","","","2","1","1","1","1","1","2","7","4","4","5","3","2","3","4","2","3","4","3","4","4","4","4","Blue","","Democratic Party","Republican Party","woman","White","","","","","","","","$160,001-$180,000","MA","Democrat","","Strong","","","Kamala Harris (Democratic Party)","","Kamala Harris (Democratic Party)",""
"JW884jb","0","100","1157","1","1","4","","","37","2","4","3","4","4","I think the people that are feeling left behind are the ones that are being effected by everything going on. The working class and lower middle class, and those in poverty are being greatly affected by what's going on, and are scared. People that are relying on medicaid, food stamps etc are in a constant state of stress because they don't know what's going to happen from one day to the next, and it's scary for them.","26","overlooked","stressed","scared","","","3","","","","","","2","5","5","5","4","2","2","2","3","2","3","4","4","3","2","1","2","pink","none","Non-Partisan","Non-Partisan","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Independent","","","","Neither","Kamala Harris (Democratic Party)","","Kamala Harris (Democratic Party)",""
"NY746el","0","100","1386","1","1","4","","","42","3","4","2","4","4","Anyone who is not currently White or voting Republican is probably feeling a bit underrepresented right now. The current administration seems bent on testing the limits of checks and balances. ","57","court rulings","ICE","economic outlook","tariffs","electoral guardrails","1","","","","","","2","5","5","3","4","1","2","2","3","1","2","2","1","1","1","1","1","green","","Non-Partisan","Non-Partisan","man","White","","","","","","","","Over $200,000","MA","Independent","","","","Neither","Kamala Harris (Democratic Party)","","Gavin Newsom (Democratic Party)",""
"HW199xg","0","100","297","1","1","4","","","49","2","6","6","6","1","lower class people because the government is not doing anything to help and with inflation its very hard for them to be able to buy the things they need","15","inflation","lack of help","lack of support","","","2","1","1","1","2","1","1","2","5","6","2","3","2","3","3","2","3","5","5","5","4","3","3","purple","","Democratic Party","Republican Party","man","White","","","","","","","","$60,001-$80,000","GED","Democrat","","Strong","","","Kamala Harris (Democratic Party)","","Kamala Harris (Democratic Party)",""
"FR309tc","0","100","207","1","1","4","","","38","4","3","1","3","2","I think that poor people are being left behind in society ","24","class divide","people starving ","homelessness","joblessness","people cant pay bills","3","1","1","1","1","1","2","6","3","5","5","2","3","3","3","2","2","1","1","1","1","1","1","blue","","Republican Party","Democratic Party","man","White","","","","","","","","$80,001-$100,000","MA","Republican","","","Not very strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"SQ610wj","0","100","658","1","1","4","","","35","4","6","4","5","6","The working class/blue collar families are being left behind in today's society. Policies seem to favor the upper class rather than the majority of this country's residents. Long gone are the years when an inner city working class family can join their local union and receive a pension after putting in their years at the local factory/or trade work, living comfortably with an affordable home. Over the last 25-30 years our pensions have turned into worrying about 401ks and the health of major conglomerates instead of the health of the working class.","18","Economic policies ","Vested interest in 401ks over pensions.","Limited governance over major conglomerates ","Modern lobbying ","Tariffs ","3","2","3","2","4","1","2","6","6","6","3","2","1","3","4","1","2","4","3","4","5","5","4","Gold","","Democratic Party","Republican Party","man","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","4yearColl","Democrat","","Strong","","","Kamala Harris (Democratic Party)","","Gavin Newsom (Democratic Party)",""
"EV894kb","0","100","256","1","1","4","","","45","7","1","1","1","1","People like me.  I am a white American Mexican born and raised but have been sc rewed over by all of America.  Trump needs to send me money to make up for everything that Biden did.  Biden destroyed my years of teaching. ","51","poor","gay","color","gender","Sexuality ","1","7","7","7","7","7","1","6","7","7","5","3","3","3","3","3","3","5","5","1","1","1","1","White","Thank for letting me participate.","Republican Party","Democratic Party","man","White","","","","","","","","$0-$20,000","MA","Republican","","","Strong","","Donald Trump (Republican Party)","","Donald Trump (Republican Party)",""
"SE037iv","0","100","286","1","1","4","","","55","4","4","3","4","3","The middle class is all but gone. I think there are basically the highly-educated upper class and everyone else is either scratching to make ends meet or not making it all. ","20","Lack of real opportunity","Acceleration of technology","Increasing isolation in society","Lack of skills","General feeling of malaise","3","","","","","","2","7","7","7","2","2","2","2","3","2","2","3","2","1","1","1","1","Blue","None.","Non-Partisan","Non-Partisan","man","White","","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither","I did not vote","","I would not vote",""
"PJ842kp","0","100","802","1","1","4","","","64","1","1","2","1","1","Right now many different types of people are being left behind in the United States.  There is a class of people who have literally lost their livelihoods because of technological change and climate change.  Coal miners are an example of this, as are people being displaced by AI tools.  Then there's a wide class of people being left behind because of tribalism.  I count African Americans among this group, but racial discrimination is not the only kind of discrimination being applied here.  If you aren't part of the correct social status you'll be left behind to some extent.  If you aren't part of an accepted church you'll be left behind.  Tribalism is a very powerful force that causes almost all of us to want to advance our own family interests above society interests and fairness.  Then there are those of us who aren't legally sophisticated, being left behind by those who have a sophisticated understanding of (and willingness to influence) the legal system.  Those of us who follow rules are being left behind by lawless corporate leaders like Donald Trump and Elon Musk, who view legal constraints as a challenge to be overcome by clever lawyering, lobbying, and even bribery (contributing massive amounts of money to campaign warchests is bribery in my opinion).

If I were to actually pick a single person who is being left behind and describe that person, it is a Black person who grew up in the projects, knows nothing about the value of reading during elementary school so refuses to learn to read, and is then unable to get any job but the most menial.  This person is now, in their mid-20s, flipping burgers at a Burger King making barely above minimum wage.  I actually know this person - they went through a band program in which I worked and I ran into him about 10 years later when I was out to lunch.","50","Essential parental failure to read to the child","Very poor economic background, preventing the child from having the things that are required in order to succeed as a child (even books in the home).","Inability of schools to engage the student.","A class of white people very willing to write this person off as ""not a member of my tribe"".","","2","1","1","1","1","1","2","7","6","1","1","1","2","2","3","1","2","5","1","3","1","5","1","Blue","I hope ""what was your favorite color"" wasn't an attention check.  I don't recall seeing instructions earlier in the study about filling that in, but my memory isn't that great.  If I missed that as an attention check please forgive me...","Democratic Party","Republican Party","man","White","","","","","","","","$100,001-$120,000","MA","Independent","","","","Closer to Democratic","Kamala Harris (Democratic Party)","","Gavin Newsom (Democratic Party)",""
