"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","lebe_cont_1","describe","elect_exp","elect_change","elect_econ","elect_cult","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","gender_.99_TEXT","race_8_TEXT","age","check_1","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"XV518hn","0","100","356","1","1","4","0","In most perspectives, l don't feel left behind but there is this political aspect where leaders or people in the government are entitled to determine the taxing rate without involving the citizens . This makes me feel left behind.","5","7","3","7","7","2","7","5","7","","","25","white","","woman","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Not very strong",""
"NV960uk","0","100","262","1","1","4","5","Sometimes I feel left behind because I am on a very limited income. So when my grandkids see something they want I feel bad because I can not buy them for them. I want to be able to help them.","2","3","4","4","5","3","2","2","4","","","68","Blue","","woman","White","","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Republican"
"EX108ab","0","100","264","1","1","4","76","Inflation has caused costs to rise dramatically in recent years, but wages are not keeping up with inflation at all.  5 years ago I was much more optimistic about the life I would be able to provide my kids as they got older, and now I'm much more worried about being able to pay bills in the future due to the current economic situation.  There have been fewer opportunities to do better for my family than ever before, and current US government leadership doesn't seem to care about anyone who makes less than six figures.","5","3","1","1","1","6","5","2","6","","","33","purple","","woman","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Not very strong","",""
"MG377ya","0","100","134","1","1","4","0","I don''t feel left behind. I'm a white, middle class American. I'm fine. I am not a part of the nearly everyone. Very supported from the get go. ","4","2","1","1","1","7","7","2","7","","","33","green","","woman","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Strong","",""
"OM569oh","0","100","331","1","1","4","40","I feel left behind due to overseas outsourcing, AI advancements, and changes in expectations of medical personnel that are encroaching on the remnants of my chosen profession of medical transcription.  Rather than an accurate medical record, companies are only concerned about saving money to instead pay their CEOs outrageous salaries and bonuses.","3","4","4","2","5","2","1","6","4","","","64","blue","","woman","White","","","","","","","","$60,001-$80,000","GED","Republican","","","Not very strong",""
"FM885yu","0","100","599","1","1","4","81","The main reason I felt left behind is mainly due to where I live. Many family members have moved to places that have improved, while my location has stagnated. Additionally, financial improvements that have not happened play a huge role, especially at this stage of life. ","3","4","1","4","3","7","3","5","5","","","35","black","","man","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","GED","Independent","","","","Neither"
"XP416tm","0","100","370","1","1","4","21","Left behind taken in context from point of view comes from education experience. The current state of the economy over the past few years does not leave enough free time for me to extend my education. I work multiple jobs to pay the bills. The reduced time spent on keeping my knowledge base updated has slipped over the past few years. This is where I feel I am being left behind.","4","5","4","3","4","5","4","2","4","","","61","red","No additional comments to provide.","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"AM344df","0","100","244","1","1","4","20","Inflation has been raging the last few years and yearly ""raises"" just aren't keeping up. It gets harder and harder to pay the bills.","1","1","7","7","1","7","7","1","7","","","48","pink","","man","White","","","","","","","","$160,001-$180,000","MA","Democrat","","Strong","",""
"UE525nt","0","100","187","1","1","4","50","I feel like the 90’s were the best and I prefer to live my life like I did then. I rarely use social media. I call people not text.. etc..","3","4","4","6","5","1","1","1","1","","","44","Blue ","No","man","White","","","","","","","","$40,001-$60,000","GED","Republican","","","Not very strong",""
"RQ419ly","0","100","117","1","1","4","67","I feel that far right attitudes have left people like me behind who stand for decency, humanity and empathy ","3","1","2","1","2","6","7","3","7","","","39","Blue","","man","White","","","","","","","","$40,001-$60,000","4yearColl","Democrat","","Strong","",""
"ZU341fp","0","100","18","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UU746rq","0","100","759","1","1","4","63","Life is becoming increasingly unlivable. The cost of everything is out of control. Forget being able to buy a house. Rent goes up every year even though the landlord makes no improvements. College is ridiculously expensive. Wall Street, big business, and farmers get bailouts but there is no student loan relief. I would be ecstatic if just my interest in my student loan was removed. I’ve already paid more than I borrowed in interest. Politicians only care about their corporate overlords. The environment is past the point of limiting damage. There is no hope for the future. We have a fascist dictator for a president who is elderly and mentally ill. Masked officers are snatching brown people off the street and disappearing them. The president is limiting free speech and wants control over the internet. There is no hope to ever be able to retire. Everything sucks and I have it better than lots of people and I’m very bummed about the state of things.","2","1","1","1","1","4","6","1","7","","","42","Gray","We need a radical change. We are heading towards a world that is unlivable where the wealthy hole up in their bunkers while the rest of us perish.","man","White","","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"IF261zg","0","100","307","1","1","4","14","The only area i feel left behind in is whenever it comes to buying a home. I see so many posts of my friends my age or even younger friends buying thier first homes some even on their second. Me and my husband havent been able to do that yet so i feel left behind in life when it comes to that.","4","4","5","7","5","4","3","4","5","","","27","purple","","woman","White","","","","","","","","$100,001-$120,000","GED","Independent","","","","Closer to Republican"
