"PID","Status","Progress","Duration..in.seconds.","Finished","consent","lebe_cont_1","elect_exp","elect_change","elect_econ","elect_cult","mob_1","mob_2","mob_3","mob_4","mob_5","mob_6","mob_7","mob_8","check_1","soccon_1","soccon_2","soccon_3","soccon_4","soccon_5","lonely_1","lonely_2","lonely_3","leftbehind_cooley_1","leftbehind_cooley_2","leftbehind_cooley_3","leftbehind_cooley_4","leftbehind_cooley_5","ideo","gender_.99_TEXT","race_8_TEXT","age","check_2","feedback","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu","party_gen","party_gen_5_TEXT","party_dem","party_rep","party_ind"
"MJ390pl","0","100","230","1","1","34","4","3","4","6","4","4","2","6","5","4","4","5","5","4","5","3","5","4","2","1","1","","","","","","6","","","31","Black","","woman","White","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","4yearColl","Republican","","","Strong",""
"ZY656yj","0","100","272","1","1","60","3","4","3","4","3","5","3","5","4","4","3","3","5","3","2","2","6","2","2","2","2","","","","","","4","","","36","green","","man","","","","Asian","","","","","Prefer not to answer",NA,"Independent","","","","Closer to Democratic"
"LQ761ha","0","100","275","1","1","50","4","6","2","1","3","5","3","5","5","5","2","3","5","5","5","2","5","2","2","1","2","","","","","","2","","","33","green","","man","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Strong","",""
"XR881ez","0","100","219","1","1","55","4","1","1","1","2","4","5","4","4","3","4","5","5","4","3","3","4","3","3","2","2","","","","","","2","","","38","green","","woman","White","","","","","","","","$120,001-$140,000","PHD","Democrat","","Strong","",""
"UT001tn","0","100","199","1","1","0","1","2","1","1","3","4","3","4","4","3","3","3","5","4","1","1","4","3","1","1","2","","","","","","1","","","42","blue","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Democrat","","Strong","",""
"GV239zo","0","100","201","1","1","22","6","5","2","6","3","6","2","6","5","5","2","2","5","2","1","2","5","2","1","1","2","","","","","","5","","","48","black","thank you","man","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","GED","Independent","","","","Closer to Democratic"
"QM313ks","0","100","775","1","1","16","5","4","2","4","6","6","5","4","5","5","4","5","3","3","5","4","5","4","1","1","2","","","","","","2","","","36","Pink","","woman","","","","Asian","","","","","$20,001-$40,000","4yearColl","Democrat","","Strong","",""
"QE670we","0","100","302","1","1","81","2","1","1","1","6","2","5","2","2","2","6","6","5","6","7","5","2","6","2","3","3","","","","","","1","","","47","green","",NA,"White","","","","","","","","$0-$20,000","GED","Democrat","","Strong","",""
"GF638fa","0","100","399","1","1","60","7","5","1","2","4","4","3","5","5","5","3","3","5","5","3","5","6","5","3","2","2","","","","","","3","","","33","Blue","","man","","","Black or African American","","","","","","$40,001-$60,000","GED","Democrat","","Strong","",""
"CO358vp","0","100","264","1","1","7","5","3","3","3","5","3","4","4","3","5","3","3","5","2","2","4","5","5","2","1","2","","","","","","4","","","57","Yellow","","man","White","","","","","","","","$80,001-$100,000","2yearColl","Independent","","","","Closer to Democratic"
"JA245qw","0","100","484","1","1","65","1","5","6","6","2","5","2","5","5","5","3","5","5","2","2","4","6","2","2","2","1","","","","","","6","","","47","Gray","","woman","White","","","","","","","","$60,001-$80,000","2yearColl","Republican","","","Strong",""
"LL446xx","0","100","317","1","1","40","4","4","3","2","3","2","2","5","1","2","3","3","5","5","2","3","6","3","1","2","2","","","","","","2","","","58","turquoise","","woman","White","","","","","","","","$20,001-$40,000","4yearColl","Democrat","","Strong","",""
"RV711pd","0","100","178","1","1","79","7","3","2","2","3","5","3","5","5","5","3","3","5","6","6","6","3","6","3","2","3","","","","","","4","","","51","Blue grey","","woman","White","","","","","","","","$0-$20,000","GED","Democrat","","Not very strong","",""
"HF862gk","0","100","103","1","1","22","4","5","3","3","2","5","2","6","5","5","2","2","5","2","2","2","6","1","1","1","1","","","","","","3","","","35","black","","man","White","","","","","","","","$40,001-$60,000","GED","Democrat","","Strong","",""
"AQ449ow","0","100","186","1","1","30","3","5","2","5","3","5","4","5","5","5","3","3","5","3","2","2","5","2","1","2","1","","","","","","5","","","30","Blue","","man","White","","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Not very strong",""
"LM547sd","0","100","544","1","1","3","4","5","5","7","1","7","1","7","7","7","1","1","5","5","4","6","6","5","2","1","2","","","","","","6","","","42","black","Thank you so much for having me for this study","man","","","","Asian","","","","","$40,001-$60,000","GED","Republican","","","Strong",""
"TT422mo","0","100","534","1","1","40","7","7","7","7","2","6","2","6","5","5","2","3","5","1","1","1","6","1","1","1","1","","","","","","6","","","41","Black","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong",""
"IQ985ws","0","100","451","1","1","63","3","7","4","7","5","6","3","6","5","4","5","5","5","6","6","6","6","6","1","1","2","","","","","","6","","","27","maroon","N/A","woman","White","","","","","","","","$80,001-$100,000","2yearColl","Republican","","","Strong",""
"HJ812ke","0","100","716","1","1","20","4","3","6","5","3","7","3","7","6","6","3","6","5","3","3","6","6","4","2","2","2","","","","","","4","","","24","blue","no","man","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Not very strong",""
"HH041vl","0","100","259","1","1","1","7","7","7","7","1","3","7","6","4","6","2","7","5","2","2","1","6","1","2","1","2","","","","","","6","","","69","Blue","nice","man","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Strong",""
"ZD620vk","0","100","337","1","1","52","3","6","5","7","4","4","2","4","3","5","2","4","5","4","5","5","4","6","2","2","2","","","","","","6","","","68","blue","","man","White","","","","","","","","$40,001-$60,000","MA","Independent","","","","Neither"
"JG637dg","0","100","277","1","1","8","5","7","1","1","3","6","3","5","5","5","3","3","5","2","2","2","6","2","1","2","1","","","","","","2","","","44","black","thank you for the study!","man","","","Black or African American","","","","","","$160,001-$180,000","MA","Democrat","","Strong","",""
"DJ196xc","0","100","116","1","1","11","4","6","7","7","2","5","2","5","4","6","2","3","5","1","2","2","6","2","1","1","1","","","","","","6","","","34","green","","man","White","","","","","","","","$100,001-$120,000","GED","Independent","","","","Closer to Republican"
"MS684ay","0","100","92","1","1","37","4","5","5","6","4","5","4","5","6","4","4","3","5","4","3","2","5","4","1","2","2","","","","","","5","","","34","Blue","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither"
"IW763sb","0","100","244","1","1","30","5","3","2","2","3","5","3","5","5","5","2","3","5","2","2","2","6","2","2","2","2","","","","","","1","","","61","Purple","","woman","White","","","","","","","","Prefer not to answer","MA","Democrat","","Strong","",""
"UV471vm","0","100","624","1","1","81","5","3","1","1","6","2","6","2","3","2","6","6","5","6","6","5","3","6","3","3","3","","","","","","1","","","28","Purple","","woman","White","","","","","","","","$20,001-$40,000","GED","Democrat","","Strong","",""
"DF467yx","0","100","163","1","1","62","4","4","4","4","5","6","4","4","4","4","5","4","4","1","1","1","6","1","1","2","2","","","","","","4","","","37","purple","","woman","White","","","","","","","","$80,001-$100,000","GED","Republican","","","Not very strong",""
"CO643ev","0","100","390","1","1","26","1","3","1","5","2","7","3","6","6","6","2","3","5","2","2","2","7","2","1","2","1","","","","","","6","","","34","White","Thank you for consideration","woman","White","","","","","","","","$40,001-$60,000","4yearColl","Republican","","","Not very strong",""
"CG446la","0","100","361","1","1","9","4","2","4","5","2","6","2","7","5","6","2","2","7","3","1","4","6","4","1","1","2","","","","","","4","","","48","blue","","woman","White","","","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Neither"
"LF715xp","0","100","211","1","1","40","6","3","3","1","2","6","2","6","6","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","4","","","63","None","Engaging experience. Thank you so much. ","woman","White","","","","","","","","$120,001-$140,000","MA","Democrat","","Strong","",""
"QC301is","0","100","256","1","1","45","3","2","5","4","2","5","2","5","6","6","3","3","5","4","4","3","5","3","1","1","1","","","","","","4","","","61","blue","","woman","White","","","","","","","","Over $200,000","GED","Independent","","","","Closer to Republican"
"OU627ys","0","100","201","1","1","58","2","5","3","4","2","6","2","6","4","6","2","2","5","4","4","3","6","3","2","2","2","","","","","","3","","","32","Green","","woman","White","","","","","","","","$140,001-$160,000","4yearColl","Independent","","","","Closer to Democratic"
"OX305ag","0","100","432","1","1","50","2","2","1","1","3","1","3","4","3","2","4","3","5","7","7","6","4","6","3","3","3","","","","","","1","","","41","blue","","man","","","Black or African American","","","","","","$20,001-$40,000","GED","Democrat","","Strong","",""
"FR800na","0","100","240","1","1","7","6","5","4","2","2","6","2","6","6","6","2","2","5","2","2","2","2","2","2","2","2","","","","","","4","","","68","blue","","woman","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither"
"KH276eg","0","100","161","1","1","40","4","1","1","1","3","5","3","5","5","5","3","3","5","2","2","2","5","2","1","1","1","","","","","","2","","","60","Blue","","man","White","","","","","","","","$120,001-$140,000","4yearColl","Independent","","","","Closer to Democratic"
"EH976so","0","100","578","1","1","30","6","7","6","7","6","6","6","6","6","6","2","2","5","2","2","2","6","2","1","1","1","","","","","","6","","","36","BLUE","","woman","White","","","","","","","","$100,001-$120,000","MA","Republican","","","Not very strong",""
"AD512lr","0","100","374","1","1","75","4","2","1","1","2","6","3","6","6","5","2","2","5","3","5","4","3","5","1","2","1","","","","","","2","","","37","blue","","man","White","","","","","","","","$20,001-$40,000","2yearColl","Democrat","","Strong","",""
"XC261bd","0","100","195","1","1","6","3","6","7","7","3","5","2","6","6","5","2","2","5","2","1","2","6","3","1","1","1","","","","","","7","","","74","Blue","I was at one time a liberal, but not any more.","man","White","","","","","","","","$60,001-$80,000","MA","Republican","","","Strong",""
"SP413sx","0","100","271","1","1","66","5","4","5","4","5","5","4","6","3","4","6","5","5","2","4","3","6","3","3","2","2","","","","","","7","","","29","Blue","None","man","White","","","","","","","","$20,001-$40,000","4yearColl","Republican","","","Strong",""
"FG178lo","0","100","234","1","1","75","3","3","3","1","3","5","3","5","5","5","3","2","5","5","5","3","5","5","2","2","3","","","","","","3","","","41","Green","","man","","Hispanic, Latino, or Spanish origin","Black or African American","","","","","","$80,001-$100,000","GED","Independent","","","","Closer to Democratic"
"NA933dh","0","100","249","1","1","25","6","6","2","1","5","2","5","2","2","2","5","5","5","2","2","2","5","2","1","1","1","","","","","","2","","","58","blue","","man","White","","","","","","","","$80,001-$100,000","2yearColl","Democrat","","Strong","",""
"IQ019yf","0","100","163","1","1","100","3","1","1","1","5","3","5","3","3","3","5","5","5","7","6","7","2","5","2","3","3","","","","","","1","","","30","Green","","woman","White","","Black or African American","","American Indian or Alaska Native","","","","$20,001-$40,000","4yearColl","Democrat","","Strong","",""
"MO242zv","0","100","168","1","1","20","4","1","3","3","3","4","4","4","5","5","3","3","5","5","5","5","3","5","1","2","2","","","","","","4","","","28","purple","","woman","White","","","","","","","","$100,001-$120,000","4yearColl","Independent","","","","Closer to Democratic"
"ZK263oy","0","100","199","1","1","39","5","5","5","5","5","5","6","6","5","5","6","4","5","2","2","2","6","6","1","1","2","","","","","","6","","","30","Blue","No comments","man","White","Hispanic, Latino, or Spanish origin","","","","","","","$80,001-$100,000","4yearColl","Republican","","","Strong",""
"RI231ol","0","100","154","1","1","80","4","4","5","6","3","5","3","5","5","5","3","3","5","7","6","5","1","5","3","3","3","","","","","","6","","","28","Green","Hope you have a wonderful day! :)","man","White","","","","","","","","$60,001-$80,000","4yearColl","Republican","","","Strong",""
"YI948ay","0","100","252","1","1","10","1","3","7","7","2","6","2","2","6","5","2","2","5","1","1","1","6","1","2","1","1","","","","","","6","","","45","Blue","","man","","","","Asian","","","","","$160,001-$180,000","4yearColl","Republican","","","Not very strong",""
"CR335nz","0","100","166","1","1","55","3","3","3","4","1","6","2","6","6","6","1","2","5","2","2","2","6","2","2","2","2","","","","","","4","","","29","White","","man","","","","Asian","","","","","$40,001-$60,000","4yearColl","Independent","","","","Neither"
"SE558ae","0","100","727","1","1","16","4","7","4","5","2","6","2","6","7","6","3","6","5","5","4","4","4","4","2","2","2","","","","","","5","","","47","red","","woman","","","Black or African American","","","","","","$80,001-$100,000","2yearColl","Independent","","","","Closer to Republican"
"PJ966bx","0","100","339","1","1","15","7","7","1","7","2","6","2","6","6","6","6","6","5","2","2","2","6","2","1","1","1","","","","","","2","","","71","RED","","woman","White","","","","","","","","$120,001-$140,000","PHD","Republican","","","Not very strong",""
"QR496pm","0","100","187","1","1","100","7","1","1","1","6","2","1","5","2","2","2","6","5","7","7","7","2","4","3","3","3","","","","","","1","","","23","Blue","","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Closer to Democratic"
"LR536fd","0","100","1066","1","1","40","7","7","1","1","5","3","5","3","3","3","5","5","5","2","1","2","6","2","1","1","1","","","","","","2","","","53","BLUE","","woman","","","Black or African American","","","","","","$140,001-$160,000","4yearColl","Democrat","","Strong","",""
"RS384rr","0","100","193","1","1","27","3","3","4","3","2","6","2","6","5","5","5","3","5","5","4","5","5","5","2","2","2","","","","","","4","","","33","blue","no","man","White","","","","","","","","$60,001-$80,000","4yearColl","Independent","","","","Neither"
